dataset,v.model,alpha,beta,AR,MA,distribution,mIC,log_likelihood,elapsed
da_diff,csGARCH,1,2,0,0,std,6.391186049,-58419.42896,5.725
da_diff,csGARCH,1,2,0,1,std,6.123055143,-55965.47656,7.59
da_diff,csGARCH,1,2,1,0,std,6.03226503,-55135.33716,7.732
da_diff,csGARCH,1,2,1,1,std,6.031942712,-55130.09261,9.022
da_diff,csGARCH,2,1,0,0,std,6.390212523,-58410.52752,5.721
da_diff,csGARCH,2,1,0,1,std,6.119983165,-55937.38793,8.202
da_diff,csGARCH,2,1,1,0,std,6.030097155,-55115.51519,7.864
da_diff,csGARCH,2,1,1,1,std,6.030202553,-55114.18146,9.598
da_diff,csGARCH,2,2,0,0,std,6.39046379,-58410.52752,6.858
da_diff,csGARCH,2,2,0,1,std,6.12023443,-55937.38793,9.085
da_diff,csGARCH,2,2,1,0,std,6.030344554,-55115.47985,9.656
da_diff,csGARCH,2,2,1,1,std,6.030449156,-55114.13887,10.845
da_diff,csGARCH,1,1,0,0,sstd,6.369413089,-58220.3479,8.973
da_diff,csGARCH,1,1,0,1,sstd,6.11412543,-55883.82773,11.337
da_diff,csGARCH,1,1,1,0,sstd,6.031240791,-55125.97203,11.941
da_diff,csGARCH,1,1,1,1,sstd,6.030976759,-55121.26042,13.651
da_diff,csGARCH,1,2,0,0,sstd,6.369752901,-58221.15751,10.123
da_diff,csGARCH,1,2,0,1,sstd,6.114454392,-55884.53815,13.294
da_diff,csGARCH,1,2,1,0,sstd,6.031587443,-55126.84421,13.638
da_diff,csGARCH,1,2,1,1,sstd,6.031321583,-55122.11591,15.623
da_diff,csGARCH,2,1,0,0,sstd,6.368871183,-58213.09552,10.527
da_diff,csGARCH,2,1,0,1,sstd,6.111787274,-55860.15136,13.476
da_diff,csGARCH,2,1,1,0,sstd,6.029419708,-55107.02352,14.339
da_diff,csGARCH,2,1,1,1,sstd,6.029563239,-55106.03849,15.504
da_diff,csGARCH,2,2,0,0,sstd,6.369122445,-58213.0955,12.205
da_diff,csGARCH,2,2,0,1,sstd,6.112002511,-55859.82198,15.66
da_diff,csGARCH,2,2,1,0,sstd,6.029656631,-55106.89242,15.559
da_diff,csGARCH,2,2,1,1,sstd,6.029799625,-55105.9025,17.98
